danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
0.777,0.902,1,-3.915,1,0.349,0.0905,0.0,0.275,0.462,129.985,audio_features,134844,4,Dark Trap,Nightmare Choir (I Been Asleep Too Long),, Nightmare Choir (I Been Asleep Too Long)
0.607,0.7490000000000001,2,-4.497,1,0.0728,0.006409999999999999,7.659999999999999e-05,0.234,0.18,121.829,audio_features,126224,4,Dark Trap,Exodus,, Exodus
0.628,0.573,1,-8.161,1,0.0673,0.00362,0.0,0.0874,0.0387,115.503,audio_features,132702,3,Dark Trap,Vengeance,, Vengeance
0.468,0.325,1,-8.267000000000001,1,0.245,0.115,0.726,0.109,0.0387,191.186,audio_features,90645,3,Dark Trap,Claustrophobia,, Claustrophobia
0.512,0.44,1,,1,0.233,0.00386,3.11e-06,0.233,0.132,207.992,audio_features,86805,1,Dark Trap,Rearranged,, Rearranged
0.504,0.48,3,-8.885,1,0.045,0.8320000000000001,0.000252,0.101,0.878,173.993,audio_features,176901,4,Dark Trap,Paralax,, Paralax
0.608,0.662,1,-8.474,1,0.0338,0.0246,7.85e-06,0.0409,0.0637,117.031,audio_features,98482,4,Dark Trap,Exsanguination,, Exsanguination
0.7829999999999999,0.684,5,-7.435,1,0.0358,0.00873,0.0005480000000000001,0.222,0.173,141.037,audio_features,117447,4,Dark Trap,Mutiny,, Mutiny
0.6679999999999999,0.479,10,-7.3210000000000015,0,0.0436,0.0612,0.408,0.12,0.102,162.12,audio_features,128888,4,Dark Trap,Centipede,, Centipede
0.528,0.617,8,-6.122999999999998,1,0.0657,0.202,0.153,0.146,0.0356,119.047,audio_features,199664,4,Dark Trap,Грустная сука,, Грустная сука
0.7959999999999999,0.7559999999999999,8,-2.244,1,0.0572,0.0059,0.006790000000000001,0.128,0.0292,120.01,audio_features,112000,4,Dark Trap,This World Is Sick,, This World Is Sick
0.299,0.381,3,-6.9510000000000005,0,0.038,0.445,0.0023,0.0932,0.0392,136.46200000000002,audio_features,234000,1,Dark Trap,Пламя,, Пламя
0.644,0.64,8,-7.877000000000002,1,0.0688,0.00329,0.0,0.146,0.175,217.888,audio_features,125048,3,Dark Trap,2:45,, 2:45
0.473,0.843,1,,1,0.225,0.00345,2.53e-05,0.102,0.24,143.29399999999995,audio_features,183536,4,Dark Trap,who is he,, who is he
0.471,0.618,10,-9.965,0,0.108,0.0219,0.006640000000000001,0.16,0.0392,110.337,audio_features,125500,4,Dark Trap,Sleeping,, Sleeping
0.665,0.446,1,,1,0.172,0.069,1.88e-05,0.32299999999999995,0.117,115.282,audio_features,156048,4,Dark Trap,Timeless,, Timeless
0.812,0.7070000000000001,10,-6.815,0,0.0752,0.236,0.0,0.5870000000000001,0.248,219.984,audio_features,175203,4,Dark Trap,Pound for Pound,, Pound for Pound
0.262,0.897,4,-2.712,0,0.398,0.0237,0.0,0.11,0.253,199.651,audio_features,153104,4,Dark Trap,Finger Trembling,, Finger Trembling
0.5710000000000001,0.865,8,-4.99,1,0.0397,0.0042,0.207,0.0906,0.177,150.017,audio_features,166426,4,Dark Trap,Overload,, Overload
0.753,0.679,5,-7.0920000000000005,0,0.0349,0.324,4.2100000000000014e-05,0.423,0.19,211.954,audio_features,145078,4,Dark Trap,Kill Yourself (Part III),, Kill Yourself (Part III)
0.935,0.429,1,-6.697,1,0.118,0.0308,0.0,0.102,0.0769,139.987,audio_features,123481,4,Dark Trap,2nd Hand,, 2nd Hand
0.726,0.634,2,-6.8439999999999985,1,0.0792,0.5529999999999999,4.43e-06,0.0916,0.318,211.95,audio_features,126850,5,Dark Trap,Antarctica,, Antarctica
0.8540000000000001,0.98,1,-1.181,1,0.0569,0.263,0.00053,0.5479999999999999,0.255,220.002,audio_features,122000,4,Dark Trap,Memoirs Of A Gorilla,, Memoirs Of A Gorilla
0.526,0.62,8,-7.244,0,0.281,0.067,0.000241,0.139,0.187,112.027,audio_features,205766,4,Dark Trap,Runnin' Thru The 7th With My Woadies,, Runnin' Thru The 7th With My Woadies
0.84,0.444,3,-10.58,0,0.211,0.532,0.000884,0.0623,0.376,131.999,audio_features,145636,4,Dark Trap,Mount Sinai,, Mount Sinai
0.818,0.5760000000000001,0,,0,0.162,0.29,0.0,0.105,0.285,192.378,audio_features,150187,3,Dark Trap,FUCKTHEPOPULATION,, FUCKTHEPOPULATION
0.8809999999999999,0.903,8,,1,0.0813,0.267,0.00253,0.109,0.272,119.994,audio_features,131500,4,Dark Trap,Magazine,, Magazine
0.77,0.623,8,-7.025,0,0.0569,0.0601,0.0,0.117,0.0947,134.974,audio_features,199100,4,Dark Trap,2 Hot 4 U (feat. $Uicdeboy$),, 2 Hot 4 U (feat. $Uicdeboy$)
0.8,0.505,0,-6.54,1,0.115,0.0206,2.05e-05,0.198,0.179,114.972,audio_features,128418,4,Dark Trap,O Pana!,, O Pana!
0.7809999999999999,0.493,1,-7.649,1,0.0522,0.0717,0.586,0.123,0.0383,212.022,audio_features,133747,4,Dark Trap,LTE,, LTE
0.8170000000000001,0.911,0,-2.153,1,0.0455,0.187,0.00173,0.42,0.34,119.989,audio_features,116000,3,Dark Trap,Champion Of Death,, Champion Of Death
0.8140000000000001,0.74,10,-5.438,0,0.0947,0.11,2.28e-05,0.12,0.191,120.098,audio_features,183937,4,Dark Trap,Seppuku (feat. Suicideboy$ & Jgrxxn),, Seppuku (feat. Suicideboy$ & Jgrxxn)
0.6779999999999999,0.77,6,-3.2060000000000004,0,0.145,0.125,0.0,0.184,0.284,150.018,audio_features,133903,4,Dark Trap,You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening),, You're Now Tuning Into 66.6 FM With DJ Rapture (The Hottest Hour Of The Evening)
0.755,0.7879999999999999,0,,1,0.21600000000000005,0.0355,0.0,0.311,0.465,140.055,audio_features,137195,4,Dark Trap,Slip On A Banana Clip,, Slip On A Banana Clip
0.81,0.524,5,,1,0.0441,0.0444,0.7140000000000001,0.105,0.155,122.016,audio_features,118236,4,Dark Trap,A Death In The Ocean Would Be Beautiful,, A Death In The Ocean Would Be Beautiful
0.8059999999999999,0.7020000000000001,0,-6.643,1,0.0688,0.274,0.138,0.32299999999999995,0.182,211.95,audio_features,126874,3,Dark Trap,Shattered Amethyst,, Shattered Amethyst
0.89,0.74,1,-4.303,1,0.223,0.318,1.17e-05,0.244,0.436,130.012,audio_features,112500,4,Dark Trap,Goosebumps,, Goosebumps
0.909,0.573,5,-6.856,1,0.181,0.0332,0.0163,0.657,0.392,144.946,audio_features,134271,4,Dark Trap,Venom,, Venom
0.735,0.933,1,-2.151,0,0.0788,0.0185,0.0108,0.1,0.116,129.988,audio_features,281538,4,Dark Trap,Bury Me,, Bury Me
0.698,0.987,8,-0.7340000000000001,0,0.16699999999999998,0.0226,0.000558,0.343,0.266,129.763,audio_features,92308,4,Dark Trap,Hack Slash,, Hack Slash
0.5770000000000001,0.6920000000000001,11,-5.96,1,0.64,0.3720000000000001,0.0596,0.0989,0.0658,144.702,audio_features,122483,4,Dark Trap,2000 Rounds,, 2000 Rounds
0.8270000000000001,0.7709999999999999,0,-4.374,1,0.318,0.0456,0.0,0.109,0.545,149.86700000000005,audio_features,166452,4,Dark Trap,Sea Sick,, Sea Sick
0.68,0.7070000000000001,2,-5.132999999999999,1,0.127,0.00914,0.006379999999999999,0.097,0.228,159.941,audio_features,149804,4,Dark Trap,Grain,, Grain
0.721,0.899,10,-4.07,0,0.057,0.0116,2.51e-05,0.126,0.0385,142.018,audio_features,141972,4,Dark Trap,"Beware, the Sirens",," Beware, the Sirens"
0.777,0.812,8,-5.146,1,0.0447,0.26,0.264,0.185,0.452,139.961,audio_features,140613,3,Dark Trap,Kali Yuga,, Kali Yuga
0.579,0.813,7,-4.573,1,0.3670000000000001,0.0605,3.5e-05,0.365,0.312,215.218,audio_features,135822,4,Dark Trap,Hexada,, Hexada
0.86,0.524,11,-4.698,1,0.0729,0.578,0.96,0.0993,0.142,114.946,audio_features,148939,4,Dark Trap,Caligula,, Caligula
0.425,0.508,8,,1,0.13,0.0639,0.181,0.244,0.0679,130.83700000000002,audio_features,142232,4,Dark Trap,Niagara (feat. Lil Peep),, Niagara (feat. Lil Peep)
0.494,0.695,1,-10.566,1,0.7509999999999999,0.00421,0.0158,0.223,0.0722,155.01,audio_features,197077,4,Dark Trap,Scrying Through Shattered Glass,, Scrying Through Shattered Glass
0.649,0.772,11,-5.332000000000002,0,0.133,0.7170000000000001,0.00305,0.103,0.0294,219.946,audio_features,219749,4,Dark Trap,Polaris,, Polaris
0.8140000000000001,0.758,0,-6.5120000000000005,1,0.384,0.185,0.091,0.204,0.82,159.94,audio_features,131590,4,Dark Trap,Rapture,, Rapture
0.37,0.856,7,,1,0.401,0.403,0.00967,0.18,0.0755,158.764,audio_features,236301,5,Dark Trap,Blackmage,, Blackmage
0.888,0.906,1,-4.0280000000000005,1,0.365,0.221,0.000474,0.266,0.477,125.033,audio_features,137822,4,Dark Trap,Tartarus,, Tartarus
0.816,0.62,11,-7.8039999999999985,1,0.51,0.255,1.09e-05,0.251,0.265,144.981,audio_features,184733,3,Dark Trap,Until the Light Takes Us,, Until the Light Takes Us
0.713,0.8390000000000001,4,,0,0.349,0.00417,0.706,0.106,0.0369,150.004,audio_features,149230,4,Dark Trap,As Above so Look out Below,, As Above so Look out Below
0.449,0.645,4,,0,0.0366,0.00956,0.008459999999999999,0.107,0.0589,219.692,audio_features,207442,4,Dark Trap,Swan,, Swan
0.923,0.94,9,-5.8279999999999985,1,0.16,0.0204,9.67e-06,0.136,0.8390000000000001,139.804,audio_features,187260,4,Dark Trap,Sneak Diss (feat. So6ix),, Sneak Diss (feat. So6ix)
0.8320000000000001,0.802,11,-4.039,0,0.22,0.343,0.00361,0.139,0.17800000000000002,220.012,audio_features,166798,4,Dark Trap,Plague Doctor Mask,, Plague Doctor Mask
0.569,0.7120000000000001,1,-4.9110000000000005,0,0.34700000000000003,0.378,3.41e-05,0.14400000000000002,0.0711,157.231,audio_features,145451,1,Dark Trap,Some of Us May Never See the World,, Some of Us May Never See the World
0.476,0.825,6,-3.941,1,0.0379,7.44e-05,6.51e-05,0.115,0.43,168.298,audio_features,111491,3,Dark Trap,Filth,, Filth
0.403,0.696,10,-5.956,0,0.236,0.00114,0.265,0.0722,0.0696,179.998,audio_features,272562,4,Dark Trap,Homecoming,, Homecoming
0.836,0.706,1,-4.065,1,0.0497,5.19e-05,0.0,0.0927,0.0374,120.045,audio_features,76042,3,Dark Trap,Blood,, Blood
0.818,0.7090000000000001,11,,1,0.269,0.00511,0.0,0.259,0.452,120.058,audio_features,136777,4,Dark Trap,Sweat,, Sweat
0.8490000000000001,0.522,1,-5.5139999999999985,1,0.151,0.0019,0.0,0.209,0.0582,119.975,audio_features,138266,4,Dark Trap,Tears,, Tears
0.703,0.536,11,-4.323,1,0.297,0.000883,0.0112,0.139,0.161,180.048,audio_features,107050,4,Dark Trap,Anabolic,, Anabolic
0.708,0.298,7,-16.427,1,0.0578,0.698,0.772,0.304,0.118,124.863,audio_features,139375,4,Dark Trap,HDMI,, HDMI
0.852,0.721,3,-7.4,0,0.0751,0.354,0.0006450000000000001,0.11,0.8029999999999999,136.07,audio_features,140187,4,Dark Trap,Dirt,, Dirt
0.6940000000000001,0.514,1,-11.063,0,0.0449,0.0336,0.000164,0.115,0.136,120.011,audio_features,142000,4,Dark Trap,Oxygen,, Oxygen
0.595,0.333,6,-13.235,1,0.0416,0.474,0.0268,0.0998,0.105,124.993,audio_features,123167,4,Dark Trap,Branches,, Branches
0.721,0.8029999999999999,7,-9.115,0,0.0822,0.557,4.51e-05,0.109,0.175,161.502,audio_features,178167,4,Dark Trap,CtrlAltDelete,, CtrlAltDelete
0.846,0.616,5,-7.82,1,0.0669,0.0129,0.00309,0.101,0.133,125.975,audio_features,106250,4,Dark Trap,BlastZone (ЗонаПоражения),, BlastZone (ЗонаПоражения)
0.76,0.5760000000000001,1,-8.238,1,0.0491,0.11,3.41e-06,0.194,0.184,218.082,audio_features,140750,4,Dark Trap,CharacterSelect (ВыборПерсонажа),, CharacterSelect (ВыборПерсонажа)
0.529,0.8170000000000001,8,-10.039,0,0.0945,0.0198,3.98e-05,0.17800000000000002,0.181,120.01,audio_features,128261,4,Dark Trap,RestInPeace (Prod. by The Virus And Antidote),, RestInPeace (Prod. by The Virus And Antidote)
0.5589999999999999,0.514,1,-8.78,1,0.0523,0.0203,0.000109,0.0982,0.0911,139.614,audio_features,123500,3,Dark Trap,BlackMold,, BlackMold
0.965,0.59,5,,0,0.0619,0.607,0.0,0.0917,0.462,129.004,audio_features,144735,4,Dark Trap,Toxin,, Toxin
0.596,0.8809999999999999,4,,0,0.269,0.00319,2.37e-06,0.0798,0.235,172.139,audio_features,67030,4,Dark Trap,Electric,, Electric
0.7120000000000001,0.982,1,-2.386,1,0.289,0.0127,0.0,0.147,0.5489999999999999,208.096,audio_features,115383,4,Dark Trap,Cranium,, Cranium
0.6970000000000001,0.873,4,-3.189,1,0.206,0.13699999999999998,0.0,0.22,0.545,132.999,audio_features,151667,4,Dark Trap,Friday,, Friday
0.841,0.516,2,-12.32,1,0.28,0.0892,0.0,0.0781,0.26,120.007,audio_features,152137,4,Dark Trap,Hooky,, Hooky
0.7390000000000001,0.463,0,-5.4510000000000005,0,0.293,0.00673,0.0,0.423,0.0457,200.092,audio_features,175386,4,Dark Trap,Kalaxian Crystals,, Kalaxian Crystals
0.865,0.8909999999999999,0,-5.6179999999999986,0,0.265,0.0866,0.0,0.0842,0.6709999999999999,200.074,audio_features,125048,4,Dark Trap,Slurp,, Slurp
0.775,0.634,0,-7.535,1,0.105,0.17600000000000002,1.78e-06,0.0628,0.521,200.064,audio_features,184189,4,Dark Trap,BROKE ft. Prohibeo,, BROKE ft. Prohibeo
0.7390000000000001,0.498,0,,1,0.371,0.136,0.0,0.0939,0.231,139.86700000000002,audio_features,164807,4,Dark Trap,Lies,, Lies
0.725,0.578,10,-8.311,0,0.0864,0.0259,0.000117,0.387,0.0595,129.961,audio_features,133068,4,Dark Trap,Terry McGinnis,, Terry McGinnis
0.63,0.8759999999999999,10,-4.871,0,0.189,0.0166,0.0,0.223,0.256,210.134,audio_features,150831,4,Dark Trap,Gremlin,, Gremlin
0.7040000000000001,0.838,11,-4.042,1,0.29,0.0854,0.0,0.102,0.348,119.866,audio_features,218201,4,Dark Trap,Giant Squit,, Giant Squit
0.735,0.8109999999999999,0,-3.735,1,0.0601,0.11,0.16399999999999998,0.528,0.42,207.852,audio_features,100807,4,Dark Trap,You Are Not Like Us,, You Are Not Like Us
0.8640000000000001,0.727,10,-5.996,1,0.1,0.0229,0.0,0.295,0.599,119.987,audio_features,159242,4,Dark Trap,Arachnids,, Arachnids
0.48,0.984,3,-0.726,1,0.264,0.0484,0.0,0.472,0.393,139.958,audio_features,92918,4,Dark Trap,Give Ah Fuck,, Give Ah Fuck
0.726,0.823,1,-4.666,1,0.115,0.00353,0.0,0.7070000000000001,0.156,129.99200000000002,audio_features,110793,4,Dark Trap,Death Wish,, Death Wish
0.755,0.765,10,-7.256,0,0.28800000000000003,0.0272,0.0,0.565,0.401,219.89,audio_features,144018,4,Dark Trap,Allergies,, Allergies
0.8809999999999999,0.445,1,-9.83,1,0.107,0.00209,0.0647,0.114,0.0379,124.972,audio_features,138240,4,Dark Trap,Cut Throat,, Cut Throat
0.8490000000000001,0.98,1,-0.964,1,0.0575,0.254,0.000787,0.551,0.295,219.988,audio_features,122182,4,Dark Trap,Memoirs of a Gorilla,, Memoirs of a Gorilla
0.602,0.762,2,,0,0.0347,0.0498,0.008190000000000001,0.121,0.112,184.04,audio_features,159987,4,Dark Trap,Benz Truck (гелик),, Benz Truck (гелик)
0.924,0.5429999999999999,7,-6.612,1,0.0854,0.4320000000000001,7.32e-05,0.11,0.104,199.99400000000003,audio_features,183159,4,Dark Trap,Norf Norf,, Norf Norf
0.919,0.493,1,-8.81,1,0.0613,0.14,1.62e-06,0.122,0.159,216.152,audio_features,126768,4,Dark Trap,Dat $tick,, Dat $tick
0.848,0.6629999999999999,8,-5.606,0,0.245,0.523,0.0,0.108,0.333,133.993,audio_features,255413,4,Dark Trap,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",," RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)"
0.475,0.7879999999999999,10,-4.851,0,0.342,0.231,0.0,0.128,0.26,206.056,audio_features,237101,4,Dark Trap,Crazy,, Crazy
0.762,0.41,8,,1,0.0551,0.278,3.43e-05,0.157,0.0813,200.094,audio_features,271404,4,Dark Trap,Still Cold / Pathway Private,, Still Cold / Pathway Private
0.789,0.623,6,-8.337,0,0.138,0.242,0.0,0.0835,0.6779999999999999,203.982,audio_features,151629,4,Dark Trap,The Chills,, The Chills
0.7559999999999999,0.794,0,-4.539,1,0.208,0.0362,0.0,0.314,0.474,140.036,audio_features,137195,4,Dark Trap,Slip on a Banana Clip,, Slip on a Banana Clip
0.799,0.546,9,-6.081,1,0.32299999999999995,0.185,3.19e-06,0.0836,0.736,150.00799999999995,audio_features,182647,4,Dark Trap,Lights,, Lights
0.931,0.273,5,-11.723,0,0.17600000000000002,0.00946,0.0,0.13699999999999998,0.0603,119.956,audio_features,150100,4,Dark Trap,Akina Speed Star,, Akina Speed Star
0.898,0.547,3,-5.707000000000002,0,0.313,0.484,1.04e-05,0.37,0.763,200.02,audio_features,198133,4,Dark Trap,Big Fish,, Big Fish
0.835,0.5589999999999999,5,-5.617000000000001,1,0.0327,0.00177,5.5e-05,0.116,0.267,133.05200000000002,audio_features,144812,4,Dark Trap,The Bodies Fall Just Like the Leaves,, The Bodies Fall Just Like the Leaves
0.716,0.745,1,-6.374,1,0.318,0.21600000000000005,0.0,0.103,0.0971,208.054,audio_features,168883,4,Dark Trap,Story: No Title,, Story: No Title
0.723,0.459,11,-10.259,1,0.239,0.00096,0.0,0.11,0.313,139.972,audio_features,197143,4,Dark Trap,P.S Fuck You Cunt (feat. Lil Peep),, P.S Fuck You Cunt (feat. Lil Peep)
0.8490000000000001,0.736,9,-6.6610000000000005,1,0.147,0.00493,0.0,0.0757,0.271,147.904,audio_features,173479,4,Dark Trap,Torch,, Torch
0.762,0.509,1,-7.354,1,0.0631,0.14800000000000002,0.0,0.155,0.0671,120.054,audio_features,175465,4,Dark Trap,"Buff Squad (feat. Pouya, Shakewell & Germ)",," Buff Squad (feat. Pouya, Shakewell & Germ)"
0.7559999999999999,0.74,1,-4.5310000000000015,1,0.0563,0.00834,0.171,0.6459999999999999,0.308,123.049,audio_features,171782,4,Dark Trap,Sarcophagus III (feat. $Uicideboy$),, Sarcophagus III (feat. $Uicideboy$)
0.727,0.846,8,-3.555,1,0.194,0.0245,0.0,0.14300000000000002,0.529,131.984,audio_features,145568,4,Dark Trap,Virginia Tech,, Virginia Tech
0.7829999999999999,0.4970000000000001,1,-7.652,1,0.0508,0.0716,0.6,0.124,0.0381,212.026,audio_features,133748,4,Dark Trap,Lte,, Lte
0.841,0.5760000000000001,0,-7.593,0,0.125,0.289,0.0,0.105,0.278,192.008,audio_features,150205,3,Dark Trap,Fuckthepopulation,, Fuckthepopulation
0.685,0.402,0,-8.076,0,0.0734,0.208,0.0206,0.402,0.107,119.917,audio_features,104230,4,Dark Trap,Gloss of Blood,, Gloss of Blood
0.556,0.449,7,-10.363,1,0.227,0.0807,0.0372,0.446,0.484,179.968,audio_features,203960,4,Dark Trap,100K,, 100K
0.625,0.45,9,-9.985,1,0.0311,0.0776,0.000217,0.117,0.0362,185.948,audio_features,206472,3,Dark Trap,Dark Light,, Dark Light
0.8,0.8240000000000001,8,-5.159,1,0.0604,0.0128,0.000221,0.0527,0.462,150.023,audio_features,128000,4,Dark Trap,"But Wait, There's More (feat. $uicideBoy$)",," But Wait, There's More (feat. $uicideBoy$)"
0.7340000000000001,0.7240000000000001,11,-5.648,1,0.267,0.0133,0.0,0.248,0.256,170.05,audio_features,203294,4,Dark Trap,Great Influence,, Great Influence
0.777,0.742,5,-8.222999999999999,1,0.289,0.165,0.0,0.0957,0.605,125.0,audio_features,130638,4,Dark Trap,It Don't Matter,, It Don't Matter
0.733,0.66,4,-6.87,0,0.0436,0.0219,0.0,0.151,0.259,138.034,audio_features,227027,4,Dark Trap,absolute in doubt,, absolute in doubt
0.8029999999999999,0.789,10,-3.434,0,0.0383,0.0304,0.0,0.378,0.647,119.999,audio_features,106021,4,Dark Trap,Boss,, Boss
