Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
20160,0.784,0.586,1,-3.417,1,0.187,0.00558,0.000286,0.106,0.6559999999999999,132.16899999999998,audio_features,171818,4,Hiphop,D'Evils,, D'Evils
16602,0.7490000000000001,0.583,11,-6.375,1,0.197,0.193,0.0,0.0846,0.606,149.964,audio_features,191970,4,RnB,Spice,, Spice
7133,0.6629999999999999,0.618,8,-10.447,1,0.0391,0.0465,0.000711,0.259,0.15,119.989,audio_features,144048,4,Underground Rap,"MyHeart,ItHurts (feat. Chsr)",," MyHeart,ItHurts (feat. Chsr)"
3285,0.62,0.932,8,-6.303,1,0.0438,0.0132,0.721,0.148,0.0369,110.977,audio_features,211892,4,Dark Trap,Dreams,, Dreams
25563,0.687,0.996,6,-3.784,0,0.0504,0.000135,0.7929999999999999,0.108,0.654,130.006,audio_features,455135,4,techno,,techno. only. (08/02),techno. only. (08/02) 
40261,0.495,0.944,0,-1.727,0,0.0539,0.0212,1.4e-06,0.273,0.381,149.924,audio_features,227200,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
20017,0.6509999999999999,0.726,8,-7.582999999999998,1,0.312,0.5760000000000001,0.0152,0.272,0.657,178.61,audio_features,266394,4,Hiphop,TROJAN HORSE,, TROJAN HORSE
40173,0.604,0.934,2,-4.798,1,0.073,0.00747,0.322,0.0455,0.433,149.998,audio_features,361474,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
23842,0.807,0.897,10,-7.841,0,0.0731,0.000391,0.36,0.0589,0.56,126.016,audio_features,428854,4,techhouse,,Tech House,Tech House 
26253,0.693,0.975,6,-5.303,0,0.0397,0.000998,0.8540000000000001,0.142,0.4920000000000001,131.985,audio_features,350190,4,techno,,Acid Techno,Acid Techno 
31800,0.551,0.971,6,-6.102,0,0.0476,6.7e-05,0.71,0.121,0.142,144.009,audio_features,460000,4,psytrance,,Psytrance 2020,Psytrance 2020 
30937,0.586,0.966,11,-4.954,0,0.0405,7.59e-05,0.7170000000000001,0.07,0.314,143.02200000000005,audio_features,510210,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
41045,0.289,0.905,4,-3.412,0,0.124,0.00115,0.00104,0.315,0.0714,155.19899999999996,audio_features,271830,4,hardstyle,,Ready2GetMaggot?,Ready2GetMaggot? 
31296,0.7959999999999999,0.607,2,-10.788,1,0.0661,0.0194,0.8909999999999999,0.109,0.184,136.041,audio_features,487059,4,psytrance,,Psytrance Supernova,Psytrance Supernova 
1283,0.773,0.636,1,-8.346,1,0.294,0.024,0.0,0.321,0.524,119.85,audio_features,219024,4,Dark Trap,Hearse Trip,, Hearse Trip
30179,0.6579999999999999,0.922,6,-8.065,0,0.0521,0.000167,0.8029999999999999,0.241,0.0741,139.998,audio_features,450000,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
14270,0.741,0.7609999999999999,4,-3.871,0,0.0512,0.235,0.0,0.119,0.217,81.543,audio_features,149576,4,Rap,Poles 1469,, Poles 1469
8752,0.758,0.88,9,-5.996,1,0.183,0.0232,1.3699999999999998e-05,0.528,0.5589999999999999,129.995,audio_features,247484,4,Underground Rap,Mask & da Glock,, Mask & da Glock
12275,0.797,0.44,2,-6.377000000000002,1,0.202,0.0332,3.99e-05,0.14,0.31,190.006,audio_features,116224,4,Trap Metal,Gxth B!tch,, Gxth B!tch
4096,0.892,0.916,2,-2.074,1,0.0498,0.0601,0.313,0.278,0.888,130.014,audio_features,119038,4,Dark Trap,Dope Deala,, Dope Deala
15065,0.701,0.856,11,-5.465,1,0.219,0.239,0.0,0.106,0.563,83.98200000000001,audio_features,559533,4,Rap,Under Pressure,, Under Pressure
21722,0.6970000000000001,0.923,0,-5.488,1,0.13,5.539999999999999e-05,7.25e-05,0.0497,0.69,124.99,audio_features,180480,4,techhouse,,Beatoirt Best New Tech House,Beatoirt Best New Tech House 
4852,0.6890000000000001,0.444,1,-12.130999999999998,0,0.369,0.73,3.55e-06,0.16,0.455,159.90200000000004,audio_features,133016,4,Underground Rap,SEVEN CORPS,, SEVEN CORPS
20400,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,audio_features,201587,4,Hiphop,How Low,, How Low
6176,0.907,0.292,8,-12.389,0,0.189,0.29,6.59e-06,0.101,0.369,203.932,audio_features,141176,4,Underground Rap,Flaunt,, Flaunt
25181,0.57,0.908,4,-8.451,0,0.0638,0.00134,0.145,0.11,0.0741,134.995,audio_features,417778,4,techno,,Dark Techno Rave,Dark Techno Rave 
30205,0.769,0.501,11,-9.035,0,0.0658,0.0112,0.851,0.0967,0.262,137.987,audio_features,416582,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
32066,0.584,0.989,1,-4.204,1,0.0487,0.0001629999999999,0.695,0.691,0.1009999999999999,145.0,audio_features,436966,4,psytrance,,Psytrance 2020,Psytrance 2020 
14564,0.644,0.597,6,-8.305,0,0.206,0.0167,5.41e-05,0.112,0.341,139.969,audio_features,246857,4,Rap,Yeah Yeah,, Yeah Yeah
24827,0.782,0.632,2,-12.12,1,0.0526,0.0125,0.841,0.09,0.0702,124.009,audio_features,423004,4,techno,,Techno,Techno 
40290,0.568,0.913,6,-3.822,0,0.0397,0.0077,0.136,0.4270000000000001,0.191,150.014,audio_features,217350,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
38445,0.3329999999999999,0.836,10,-3.273,0,0.114,0.000531,0.252,0.162,0.049,175.025,audio_features,400000,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
23033,0.778,0.933,9,-5.718999999999999,1,0.214,0.00195,0.807,0.602,0.535,124.993,audio_features,361070,4,techhouse,,tech house,tech house 
34020,0.619,0.977,5,-1.143,0,0.157,0.016,0.005,0.182,0.54,149.687,audio_features,211207,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
2817,0.598,0.84,6,-7.292999999999998,1,0.041,0.0846,0.12,0.343,0.469,159.93,audio_features,267000,4,Dark Trap,Blue Sun,, Blue Sun
22097,0.807,0.8290000000000001,2,-6.263,1,0.0884,0.000436,0.509,0.0598,0.415,121.992,audio_features,381639,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
8538,0.8390000000000001,0.451,1,-11.618,1,0.392,0.0587,0.0,0.0743,0.7490000000000001,147.97799999999995,audio_features,173521,4,Underground Rap,Charades,, Charades
21915,0.738,0.92,9,-6.97,0,0.0968,0.0080299999999999,0.531,0.526,0.8,124.983,audio_features,238073,4,techhouse,,Dirtybird Players,Dirtybird Players 
18348,0.561,0.764,2,-6.645,0,0.138,0.373,0.0,0.157,0.598,145.158,audio_features,212147,4,Hiphop,Slow Jamz (feat. Kanye West & Jamie Foxx),, Slow Jamz (feat. Kanye West & Jamie Foxx)
40152,0.541,0.941,10,-5.787999999999999,0,0.0738,0.00479,0.105,0.369,0.439,147.968,audio_features,383108,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
24610,0.6659999999999999,0.863,4,-6.357,0,0.0412,7.44e-05,0.914,0.201,0.159,124.991,audio_features,401150,4,techno,,Techno,Techno 
17892,0.733,0.899,0,-4.237,1,0.143,0.00496,4.72e-05,0.3720000000000001,0.76,127.086,audio_features,236093,4,Pop,Run the World (Girls),, Run the World (Girls)
790,0.42,0.605,2,-5.896,0,0.0338,0.00176,0.000433,0.1,0.0762,122.369,audio_features,207097,4,Dark Trap,Sleep Paralysis,, Sleep Paralysis
22537,0.767,0.961,1,-6.113,1,0.077,0.0066799999999999,0.418,0.0634,0.847,126.034,audio_features,214286,4,techhouse,,Tech House Elrow Secrets,Tech House Elrow Secrets 
7618,0.846,0.246,1,-15.789,1,0.103,0.157,2.3e-05,0.0936,0.185,110.026,audio_features,174517,4,Underground Rap,Drug$ II,, Drug$ II
15324,0.627,0.41,0,-8.156,1,0.0349,0.279,0.0,0.107,0.0763,148.991,audio_features,141745,4,Rap,Fireflies (Outro),, Fireflies (Outro)
7033,0.843,0.546,8,-7.713999999999999,1,0.464,0.0195,0.0,0.374,0.4270000000000001,159.10399999999996,audio_features,215533,4,Underground Rap,HANDGUN (feat. A$AP Rocky),, HANDGUN (feat. A$AP Rocky)
